PI,A_1,A_2,transmittance,cte,strength,tg,SaScore,reward
None,157,596,0.0,0.0,0.0,0.0,0.0,0.0
None,27,451,0.0,0.0,0.0,0.0,0.0,0.0
None,427,999,0.0,0.0,0.0,0.0,0.0,0.0
None,"35,260","471,424",0.0,0.0,0.0,0.0,0.0,0.0
CC1CC(C)(C)CC(C)(c2ccc(N3C(=O)c4ccc(C5(C6=CC7C(=O)N(C)C(=O)C7C=C6)c6ccccc6-c6ccccc65)cc4C3=O)cc2)C1,47,988,79.61,44.89,85.18,360.31,4.62,0.3521
None,"384,491","267,417",0.0,0.0,0.0,0.0,0.0,0.0
None,429,316,0.0,0.0,0.0,0.0,0.0,0.0
None,148,668,0.0,0.0,0.0,0.0,0.0,0.0
None,364,327,0.0,0.0,0.0,0.0,0.0,0.0
None,466,612,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1N1C(=O)C3C=CC=C(Oc4ccc(-c5ccc6c(c5)C(=O)N(C)C6=O)cc4)C3C1=O)CCCC2,"16,7","250,748",39.05,39.98,97.71,341.98,3.82,0.1977
None,"454,122,142,321","537,195,823,654",0.0,0.0,0.0,0.0,0.0,0.0
None,46,253,0.0,0.0,0.0,0.0,0.0,0.0
None,93,135,0.0,0.0,0.0,0.0,0.0,0.0
None,302,590,0.0,0.0,0.0,0.0,0.0,0.0
None,429,977,0.0,0.0,0.0,0.0,0.0,0.0
None,"342,278,196","146,264,433",0.0,0.0,0.0,0.0,0.0,0.0
None,494,46,0.0,0.0,0.0,0.0,0.0,0.0
None,"349,398","629,947",0.0,0.0,0.0,0.0,0.0,0.0
None,260,414,0.0,0.0,0.0,0.0,0.0,0.0
None,266,961,0.0,0.0,0.0,0.0,0.0,0.0
None,151,756,0.0,0.0,0.0,0.0,0.0,0.0
None,247,902,0.0,0.0,0.0,0.0,0.0,0.0
None,"63,126","389,480",0.0,0.0,0.0,0.0,0.0,0.0
None,"111,251,206","1002,706,571",0.0,0.0,0.0,0.0,0.0,0.0
None,267,561,0.0,0.0,0.0,0.0,0.0,0.0
None,254,877,0.0,0.0,0.0,0.0,0.0,0.0
None,104,583,0.0,0.0,0.0,0.0,0.0,0.0
None,"156,268","173,737",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(C)cc(-c2ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5(C)C4(F)C3=O)cc2)c1,"325,364","407,937",74.23,15.3,127.6,377.85,3.93,0.4369
None,"331,138","8,5",0.0,0.0,0.0,0.0,0.0,0.0
None,"52,507","810,288",0.0,0.0,0.0,0.0,0.0,0.0
None,429,505,0.0,0.0,0.0,0.0,0.0,0.0
None,"160,234","160,177",0.0,0.0,0.0,0.0,0.0,0.0
None,380,334,0.0,0.0,0.0,0.0,0.0,0.0
None,"122,109","919,497",0.0,0.0,0.0,0.0,0.0,0.0
None,399,436,0.0,0.0,0.0,0.0,0.0,0.0
None,568,618,0.0,0.0,0.0,0.0,0.0,0.0
None,498,874,0.0,0.0,0.0,0.0,0.0,0.0
None,505,323,0.0,0.0,0.0,0.0,0.0,0.0
None,"326,50","89,674",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2c(N3C(=O)C4CCC5C(=O)N(C)C(=O)C5C4C3=O)cc3ccccc3c12,356,193,80.56,43.54,122.38,393.37,3.71,0.4322
None,116,744,0.0,0.0,0.0,0.0,0.0,0.0
None,328,985,0.0,0.0,0.0,0.0,0.0,0.0
None,"485,439","925,146",0.0,0.0,0.0,0.0,0.0,0.0
None,374,75,0.0,0.0,0.0,0.0,0.0,0.0
None,267,380,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)C(c1ccc3c(c1)C(=O)N(C)C3=O)(c1ccc3c(c1)C(=O)N(c1ccc(C#N)c4c(C)cccc14)C3=O)c1cc(C)ccc1-2,190,132,16.3,38.06,106.45,358.28,3.23,0.0914
None,142,558,0.0,0.0,0.0,0.0,0.0,0.0
None,545,428,0.0,0.0,0.0,0.0,0.0,0.0
None,"471,192","482,859",0.0,0.0,0.0,0.0,0.0,0.0
None,418,236,0.0,0.0,0.0,0.0,0.0,0.0
None,346,175,0.0,0.0,0.0,0.0,0.0,0.0
None,492,744,0.0,0.0,0.0,0.0,0.0,0.0
None,"409,151","644,766",0.0,0.0,0.0,0.0,0.0,0.0
None,192,448,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)nnc1cc(N3C(=O)C4CC5C(=O)N(C)C(=O)C5CC4C3=O)ccc12,542,517,80.34,40.96,120.93,449.37,3.79,0.4494
Cc1ccc2c(c1)sc1cc(N3C(=O)C4C(=O)N(C)C(=O)C4C3=O)ccc12,"326,355,493,392","564,554,961,529",78.13,42.42,94.8,348.84,3.39,0.4143
Cc1cc2nc3cc(C)c(N4C(=O)c5ccc(-c6ccc7cc8c(cc7c6)C(=O)N(C)C8=O)cc5C4=O)cc3nc2cc1C,205,657,5.11,9.36,159.8,383.34,2.88,0.0353
None,554,568,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2ncc(N3C(=O)c4ccc(OC5=CC=C6C(=O)N(C)C(=O)C6C5)cc4C3=O)cn2)cc1,96,535,34.54,40.06,96.4,326.55,3.56,0.1785
None,383,5,0.0,0.0,0.0,0.0,0.0,0.0
None,399,460,0.0,0.0,0.0,0.0,0.0,0.0
None,151,595,0.0,0.0,0.0,0.0,0.0,0.0
None,463,355,0.0,0.0,0.0,0.0,0.0,0.0
None,419,476,0.0,0.0,0.0,0.0,0.0,0.0
None,462,399,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(C)cc(N3C(=O)c4cc(-c5ccc6c(c5)C(=O)N(C)C6=O)cc(F)c4C3=O)cc2c1,345,86,4.7,12.72,152.48,328.84,2.68,0.0315
None,548,886,0.0,0.0,0.0,0.0,0.0,0.0
None,438,200,0.0,0.0,0.0,0.0,0.0,0.0
None,10,5,0.0,0.0,0.0,0.0,0.0,0.0
None,439,617,0.0,0.0,0.0,0.0,0.0,0.0
None,243,109,0.0,0.0,0.0,0.0,0.0,0.0
None,200,383,0.0,0.0,0.0,0.0,0.0,0.0
None,67,208,0.0,0.0,0.0,0.0,0.0,0.0
None,"230,431","165,561",0.0,0.0,0.0,0.0,0.0,0.0
None,"154,490","46,317",0.0,0.0,0.0,0.0,0.0,0.0
None,0,883,0.0,0.0,0.0,0.0,0.0,0.0
None,494,27,0.0,0.0,0.0,0.0,0.0,0.0
None,"553,241,557","884,404,1003",0.0,0.0,0.0,0.0,0.0,0.0
None,270,57,0.0,0.0,0.0,0.0,0.0,0.0
CC1=CC=C(Oc2ccc(N3C(=O)c4ccc(-c5cc(C)c6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2)C=CC1,536,353,9.99,39.51,108.88,307.9,3.11,0.0546
None,"251,241","169,719",0.0,0.0,0.0,0.0,0.0,0.0
None,"154,0","551,550",0.0,0.0,0.0,0.0,0.0,0.0
None,415,808,0.0,0.0,0.0,0.0,0.0,0.0
None,"551,509","267,75",0.0,0.0,0.0,0.0,0.0,0.0
None,383,134,0.0,0.0,0.0,0.0,0.0,0.0
None,23,43,0.0,0.0,0.0,0.0,0.0,0.0
None,83,646,0.0,0.0,0.0,0.0,0.0,0.0
None,446,907,0.0,0.0,0.0,0.0,0.0,0.0
None,499,370,0.0,0.0,0.0,0.0,0.0,0.0
None,200,593,0.0,0.0,0.0,0.0,0.0,0.0
None,142,560,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(-c2ccc3c(c2)C(=O)N(C)C3=O)cc2c1C(=O)N(c1cccc3cc4cc5cc6c(C)cccc6cc5cc4cc13)C2=O,536,572,0.78,31.66,185.51,363.29,3.05,0.0049
Cc1ccc(S(=O)(=O)c2ccc(N3C(=O)CC(C4CC(=O)N(C)C4=O)C3=O)cn2)cc1,"117,236,543","836,553,460",74.81,47.37,95.25,271.4,3.36,0.3659
None,432,759,0.0,0.0,0.0,0.0,0.0,0.0
None,84,872,0.0,0.0,0.0,0.0,0.0,0.0
None,"574,153","873,67",0.0,0.0,0.0,0.0,0.0,0.0
None,264,298,0.0,0.0,0.0,0.0,0.0,0.0
None,"124,34","226,957",0.0,0.0,0.0,0.0,0.0,0.0
None,495,40,0.0,0.0,0.0,0.0,0.0,0.0
C=Cc1ccc(C)c2c(N3C(=O)C4CCCC(C5CCC6C(=O)N(C)C(=O)C6C5)C4C3=O)ccc(C=C)c12,352,156,68.45,65.55,95.96,281.74,4.53,0.2534
None,215,301,0.0,0.0,0.0,0.0,0.0,0.0
CC1CCC(N2C(=O)c3c(F)cc(-c4ccc5c(c4)C(=O)N(C)C5=O)c(F)c3C2=O)CC1,327,994,51.41,35.5,135.34,397.07,2.81,0.3208
None,267,661,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2[nH]c3ccc(N4C(=O)c5c(F)cc(-c6ccc7c(c6)C(=O)N(C)C7=O)c(F)c5C4=O)cc3c(=O)c2c1,327,663,1.01,11.08,151.61,367.52,2.95,0.0068
None,422,865,0.0,0.0,0.0,0.0,0.0,0.0
None,269,684,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C#Cc5ccc(C#Cc6ccc7c(c6)C(=O)N(C)C7=O)cc5)cc4C3=O)cn2)cc1,"194,249","534,787",0.82,43.23,149.28,265.04,2.95,0.0045
None,"197,73","410,562",0.0,0.0,0.0,0.0,0.0,0.0
None,"345,221","18,278",0.0,0.0,0.0,0.0,0.0,0.0
None,338,422,0.0,0.0,0.0,0.0,0.0,0.0
None,176,370,0.0,0.0,0.0,0.0,0.0,0.0
None,334,287,0.0,0.0,0.0,0.0,0.0,0.0
None,"82,283","732,732",0.0,0.0,0.0,0.0,0.0,0.0
None,"506,329,68","120,810,163",0.0,0.0,0.0,0.0,0.0,0.0
None,140,356,0.0,0.0,0.0,0.0,0.0,0.0
None,277,431,0.0,0.0,0.0,0.0,0.0,0.0
None,"212,147,139","972,880,42",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2ccc3c4c(ccc(c1)c24)=CC(C)(N1C(=O)C2(C)C4C(=O)N(C)C(=O)C4(C)C2(C)C1=O)C3,"248,375","547,149",74.96,41.12,94.53,390.57,4.94,0.3349
None,56,22,0.0,0.0,0.0,0.0,0.0,0.0
None,"377,427","730,852",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(OC2=CCCC(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(C)C6=O)c(F)c4C3=O)=C2)cc1,344,414,4.5,41.25,118.12,351.81,3.09,0.0254
None,209,270,0.0,0.0,0.0,0.0,0.0,0.0
None,"290,36","425,142",0.0,0.0,0.0,0.0,0.0,0.0
None,31,528,0.0,0.0,0.0,0.0,0.0,0.0
None,"562,572","690,554",0.0,0.0,0.0,0.0,0.0,0.0
None,52,387,0.0,0.0,0.0,0.0,0.0,0.0
None,313,879,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2cccc(N3C(=O)C4C=CC(CCCCc5ccc6c(c5)C(=O)N(C)C6=O)=CC4C3=O)c12,"151,24,282","31,493,258",64.09,47.6,116.34,294.23,3.71,0.3102
None,464,295,0.0,0.0,0.0,0.0,0.0,0.0
None,267,524,0.0,0.0,0.0,0.0,0.0,0.0
None,360,201,0.0,0.0,0.0,0.0,0.0,0.0
None,"115,143","601,253",0.0,0.0,0.0,0.0,0.0,0.0
None,174,79,0.0,0.0,0.0,0.0,0.0,0.0
None,"563,29","889,965",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2c(N3C(=O)c4ccc([Si](C)(C)c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)ccc3ccccc23)cc1,571,100,64.58,31.19,134.7,306.98,2.93,0.3813
CC1CCC(c2ccc(N3C(=O)c4ccc(C(F)c5c(F)c(F)c6c(c5F)C(=O)N(C)C6=O)cc4C3=O)cc2)CC1,"107,100","520,323",76.5,61.6,88.35,349.18,3.58,0.3571
None,167,450,0.0,0.0,0.0,0.0,0.0,0.0
None,281,649,0.0,0.0,0.0,0.0,0.0,0.0
None,36,774,0.0,0.0,0.0,0.0,0.0,0.0
None,"86,198","400,152",0.0,0.0,0.0,0.0,0.0,0.0
None,561,844,0.0,0.0,0.0,0.0,0.0,0.0
None,298,75,0.0,0.0,0.0,0.0,0.0,0.0
None,426,43,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(F)c(N3C(=O)c4ccc(C5CCC(c6c7c(=O)oc(=O)c7c(C7=CC=CC8CC78)c7c(=O)n(C)c(=O)c67)CC5)cc4C3=O)c(F)c(F)c2c1,"72,401","233,705",44.72,46.11,101.69,448.24,4.62,0.2155
Cc1ccc(C(c2ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5(C)C4(F)C3=O)cc2)(C(F)F)C(F)F)c(C)c1F,"364,511","926,960",79.64,44.34,104.67,314.9,4.71,0.3412
Cc1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(C)(C)C5=CCC(c6cc(C)c7c(c6)C(=O)N(C)C7=O)C=C5)cc4C3=O)c(O)c2)cc1,"105,536","837,80",77.32,50.33,87.42,342.41,3.89,0.3644
None,301,36,0.0,0.0,0.0,0.0,0.0,0.0
None,422,790,0.0,0.0,0.0,0.0,0.0,0.0
None,"87,50","24,110",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2ccc(CCc3ccc(N4C(=O)C5C6C(=O)N(C)C(=O)C6(C)C5(F)C4=O)c(C)c3)cc2C)cc1,"364,420,386","62,169,424",76.78,48.57,112.78,310.32,4.05,0.356
Cc1ccc(CC2=CC(Cl)(Cl)C(n3c(=O)c4cc5ccc6c7cc8c(=O)n(C)c(=O)c8cc7ccc6c5cc4c3=O)C=C2)cc1,262,841,3.43,39.81,94.4,434.24,3.83,0.0186
None,274,847,0.0,0.0,0.0,0.0,0.0,0.0
None,482,334,0.0,0.0,0.0,0.0,0.0,0.0
None,242,559,0.0,0.0,0.0,0.0,0.0,0.0
None,142,297,0.0,0.0,0.0,0.0,0.0,0.0
None,"279,483","454,714",0.0,0.0,0.0,0.0,0.0,0.0
None,"55,460","37,377",0.0,0.0,0.0,0.0,0.0,0.0
None,463,304,0.0,0.0,0.0,0.0,0.0,0.0
None,1,322,0.0,0.0,0.0,0.0,0.0,0.0
None,408,366,0.0,0.0,0.0,0.0,0.0,0.0
None,477,143,0.0,0.0,0.0,0.0,0.0,0.0
None,481,236,0.0,0.0,0.0,0.0,0.0,0.0
None,203,143,0.0,0.0,0.0,0.0,0.0,0.0
None,"103,363","948,609",0.0,0.0,0.0,0.0,0.0,0.0
None,239,47,0.0,0.0,0.0,0.0,0.0,0.0
CC=c1ccc(N2C(=O)C3C4C(=O)N(C)C(=O)C4(F)C3C2=O)c(-c2ccc(C)cc2)c1=CC,372,205,77.13,29.61,115.82,420.94,4.51,0.4057
None,"570,353","770,141",0.0,0.0,0.0,0.0,0.0,0.0
None,51,26,0.0,0.0,0.0,0.0,0.0,0.0
None,"164,342","723,156",0.0,0.0,0.0,0.0,0.0,0.0
None,524,442,0.0,0.0,0.0,0.0,0.0,0.0
None,"92,187","510,541",0.0,0.0,0.0,0.0,0.0,0.0
None,"92,408","565,650",0.0,0.0,0.0,0.0,0.0,0.0
None,404,45,0.0,0.0,0.0,0.0,0.0,0.0
None,319,26,0.0,0.0,0.0,0.0,0.0,0.0
None,8,56,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc([Si](C)(O)c2ccc(N3C(=O)C4C5CC(C6C(=O)N(C)C(=O)C56)C4C3=O)cc2)cc1,"417,572","405,829",77.84,31.8,99.91,355.37,5.04,0.3537
CC1=C(c2c(N3C(=O)C4(F)C5C(=O)N(C)C(=O)C5C4(F)C3=O)ccc3ccccc23)C2C=CC=CC2=CC1,"236,102,219,310,373","204,985,139,388,530",80.47,37.79,88.86,363.93,4.93,0.3561
Cc1ccc(C2=CC(C)(C)C(N3C(=O)C4CC(C5CC(=O)N(C)C5=O)c5ccc(C)cc5C4C3=O)=CC2(C)C)cc1,"55,547","932,540",80.65,47.35,95.61,322.18,4.48,0.3508
None,"220,354","169,68",0.0,0.0,0.0,0.0,0.0,0.0
None,477,422,0.0,0.0,0.0,0.0,0.0,0.0
None,357,784,0.0,0.0,0.0,0.0,0.0,0.0
None,"193,284","789,173",0.0,0.0,0.0,0.0,0.0,0.0
None,487,800,0.0,0.0,0.0,0.0,0.0,0.0
None,353,766,0.0,0.0,0.0,0.0,0.0,0.0
None,254,283,0.0,0.0,0.0,0.0,0.0,0.0
None,"164,250","541,694",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2ccc(F)cc2N2C(=O)C3C4C(=O)N(C)C(=O)C4(C)C3(F)C2=O)cc1,364,474,74.76,13.75,126.1,383.81,3.99,0.4412
None,255,181,0.0,0.0,0.0,0.0,0.0,0.0
None,141,8,0.0,0.0,0.0,0.0,0.0,0.0
None,408,145,0.0,0.0,0.0,0.0,0.0,0.0
None,460,113,0.0,0.0,0.0,0.0,0.0,0.0
None,546,558,0.0,0.0,0.0,0.0,0.0,0.0
None,3,818,0.0,0.0,0.0,0.0,0.0,0.0
None,469,752,0.0,0.0,0.0,0.0,0.0,0.0
None,"186,185","721,837",0.0,0.0,0.0,0.0,0.0,0.0
None,115,585,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C2C=CC=C(N3C(=O)C4C5CCC(C6C(=O)N(C)C(=O)C56)C4C3=O)C2)cc1,"297,496","398,655",79.39,45.09,89.36,363.32,5.13,0.3331
None,253,717,0.0,0.0,0.0,0.0,0.0,0.0
None,191,503,0.0,0.0,0.0,0.0,0.0,0.0
CC1=CC2(C)C3C(=O)N(C)C(=O)C3C1C1C(=O)N(c3ccc4c(ccc5c(C)cccc54)c3)C(=O)C12,"376,451","642,612",76.83,18.57,108.41,433.73,4.94,0.4047
None,139,869,0.0,0.0,0.0,0.0,0.0,0.0
None,545,6,0.0,0.0,0.0,0.0,0.0,0.0
None,206,540,0.0,0.0,0.0,0.0,0.0,0.0
None,357,919,0.0,0.0,0.0,0.0,0.0,0.0
None,498,807,0.0,0.0,0.0,0.0,0.0,0.0
None,5,646,0.0,0.0,0.0,0.0,0.0,0.0
None,63,355,0.0,0.0,0.0,0.0,0.0,0.0
None,561,826,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c3cccc4c(N5C(=O)CC(C6CC(=O)N(C)C6=O)C5=O)ccc(c5cccc1c25)c43,"543,286","689,613",66.78,41.4,138.92,331.61,3.42,0.3633
None,196,157,0.0,0.0,0.0,0.0,0.0,0.0
None,472,920,0.0,0.0,0.0,0.0,0.0,0.0
None,457,217,0.0,0.0,0.0,0.0,0.0,0.0
None,90,855,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C2(c3ccc(N4C(=O)C5C6CC(C7C(=O)N(C)C(=O)C67)C5C4=O)cc3)C(=O)Nc3ccccc32)cc1,"572,359,194","781,468,794",78.91,26.6,99.39,419.19,4.91,0.3935
None,464,954,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)OCCOCCOc1ccc(-n3c(=O)c4cc(C)c5c(c(-c6ccc7c(c6)C(=O)OC7=O)cc6c(=O)n(C)c(=O)c65)c4c3=O)cc1OCCOCCO2,182,395,16.59,59.6,89.23,336.93,4.12,0.0716
Cc1ccc(-c2cc(C)c(N3C(=O)C4CC5CC6C(=O)N(C)C(=O)C6C5CC4C3=O)c(C)c2)cc1,"302,351","524,581",80.27,50.98,101.06,400.02,4.11,0.3887
Cc1ccc(-c2cc(N3C(=O)c4ccc(C5(c6ccc7c(c6)C(=O)N(C)C7=O)CCc6ccccc65)cc4C3=O)ccc2F)cc1,202,470,25.32,31.97,140.47,350.38,3.41,0.146
None,"125,339","594,416",0.0,0.0,0.0,0.0,0.0,0.0
None,429,169,0.0,0.0,0.0,0.0,0.0,0.0
None,338,223,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)oc(=O)c1cc(N3C(=O)C4=CC(C(=O)c5ccc6c(c5)C(=O)N(C)C6=O)=CCC4C3=O)ccc12,172,502,7.17,16.85,102.54,340.61,3.62,0.0415
None,"417,63","229,158",0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCN1C(=O)c2ccc(SC3=CC4C(=O)N(C)C(=O)C4C=C3)cc2C1=O,574,993,55.94,56.72,87.85,247.74,3.74,0.2392
None,426,365,0.0,0.0,0.0,0.0,0.0,0.0
None,184,638,0.0,0.0,0.0,0.0,0.0,0.0
None,276,135,0.0,0.0,0.0,0.0,0.0,0.0
None,199,77,0.0,0.0,0.0,0.0,0.0,0.0
None,"109,247","863,655",0.0,0.0,0.0,0.0,0.0,0.0
None,83,378,0.0,0.0,0.0,0.0,0.0,0.0
None,423,861,0.0,0.0,0.0,0.0,0.0,0.0
None,10,427,0.0,0.0,0.0,0.0,0.0,0.0
None,111,786,0.0,0.0,0.0,0.0,0.0,0.0
None,"333,126","6,1003",0.0,0.0,0.0,0.0,0.0,0.0
None,162,526,0.0,0.0,0.0,0.0,0.0,0.0
None,240,259,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(OC2=CCC=C(N3C(=O)C4(F)C5(F)C(=O)N(C)C(=O)C5(F)C4(F)C3=O)C=C2)cc1,362,343,77.81,56.41,97.21,276.29,4.88,0.2864
None,146,733,0.0,0.0,0.0,0.0,0.0,0.0
None,219,358,0.0,0.0,0.0,0.0,0.0,0.0
None,476,170,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(F)c(F)c2c(F)c3c(F)c(N4C(=O)c5c(F)c(F)c(-c6ccc(OCOc7ccc8c(c7)C(=O)N(C)C8=O)c7c6C6c8ccccc8C7c7ccccc76)c(F)c5C4=O)c(F)cc3cc2c1F,"485,118,100","619,336,496",53.96,52.03,96.54,378.08,4.99,0.2224
None,114,369,0.0,0.0,0.0,0.0,0.0,0.0
None,467,574,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C3CCC5C4C(=O)N(C)C(=O)C34)cc2)c(C)c1C,216,883,77.41,20.15,109.53,437.36,4.55,0.4263
None,398,188,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(F)c(F)cc2c(-n3c(=O)c4cc5ccc6c7cc8c(=O)n(C)c(=O)c8cc7ccc6c5cc4c3=O)cccc12,262,244,0.25,14.09,169.81,418.15,3.01,0.0017
Cc1c(C)c(N2C(=O)c3ccc(C4=CC=C5C(=O)N(C)C(=O)C5C4C)cc3C2=O)c2c(C)ccc(C)c2c1C,318,112,78.68,24.68,110.45,434.76,4.05,0.4501
None,526,274,0.0,0.0,0.0,0.0,0.0,0.0
None,398,949,0.0,0.0,0.0,0.0,0.0,0.0
None,35,106,0.0,0.0,0.0,0.0,0.0,0.0
None,"315,437,199","876,505,282",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)OCCOCCOc1cc(N3C(=O)C4C5CC(C4C3=O)C3(CCC4(CC6CC4C4C(=O)N(C)C(=O)C64)C3=O)C5)ccc1OCCOCCO2,473,394,86.68,59.64,78.74,321.22,7.43,0.3134
None,167,347,0.0,0.0,0.0,0.0,0.0,0.0
None,52,18,0.0,0.0,0.0,0.0,0.0,0.0
None,186,489,0.0,0.0,0.0,0.0,0.0,0.0
None,179,80,0.0,0.0,0.0,0.0,0.0,0.0
None,"565,135,222","221,586,585",0.0,0.0,0.0,0.0,0.0,0.0
None,493,489,0.0,0.0,0.0,0.0,0.0,0.0
None,300,295,0.0,0.0,0.0,0.0,0.0,0.0
None,530,964,0.0,0.0,0.0,0.0,0.0,0.0
None,255,564,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C#Cc2ccc(N3C(=O)C4C5(C)C(=O)N(C)C(=O)C5C4(C)C3=O)cc2)cc1,555,971,72.04,53.59,95.37,315.35,4.02,0.3222
None,"2,0,207","641,60,422",0.0,0.0,0.0,0.0,0.0,0.0
None,435,822,0.0,0.0,0.0,0.0,0.0,0.0
None,348,782,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(N2C(=O)C3CC(C4CC(=O)N(C)C4=O)c4ccccc4C3C2=O)ccc2c1CCCC2,564,250,68.58,47.58,96.45,310.66,3.91,0.3211
None,410,255,0.0,0.0,0.0,0.0,0.0,0.0
None,312,451,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C2(c3ccc(N4C(=O)C5C(=O)N(C)C(=O)C5C4=O)c(Cl)c3)c3ccccc3-c3ccccc32)cc1Cl,355,900,84.42,31.05,109.25,359.42,3.63,0.4673
Cc1ccc2c3c(cccc13)-c1ccc(-n3c(=O)c4cc(C)c5c(c(-c6ccc7c(c6)C(=O)N(C)C7=O)cc6c(=O)oc(=O)c65)c4c3=O)cc1-2,182,645,0.93,16.55,182.7,414.37,3.33,0.0062
None,477,594,0.0,0.0,0.0,0.0,0.0,0.0
None,"142,122,324,110","175,690,1001,519",0.0,0.0,0.0,0.0,0.0,0.0
None,110,972,0.0,0.0,0.0,0.0,0.0,0.0
None,138,136,0.0,0.0,0.0,0.0,0.0,0.0
None,455,812,0.0,0.0,0.0,0.0,0.0,0.0
None,460,821,0.0,0.0,0.0,0.0,0.0,0.0
None,76,889,0.0,0.0,0.0,0.0,0.0,0.0
None,434,933,0.0,0.0,0.0,0.0,0.0,0.0
CCCC(CCC)(c1ccc(-n2c(=O)c3c4c(=O)oc(=O)c4c4c5c(=O)oc(=O)c5c5c(=O)n(C)c(=O)c5c4c3c2=O)cc1)c1cc(C)cc(-c2ccc(C#N)c(C#N)c2)c1,"384,523,283","672,411,871",0.78,31.63,108.05,413.48,4.04,0.0043
Cc1ccc(C2(c3ccc(-n4c(=O)c5c(C)c6c(=O)n(C)c(=O)c6c(-c6ccc7c(c6)C(=O)OC7=O)c5c4=O)c(Cl)c3)c3ccccc3-c3ccccc32)cc1Cl,502,900,11.56,27.92,103.76,393.39,3.57,0.0666
None,89,132,0.0,0.0,0.0,0.0,0.0,0.0
None,"330,515","281,713",0.0,0.0,0.0,0.0,0.0,0.0
None,521,43,0.0,0.0,0.0,0.0,0.0,0.0
None,155,768,0.0,0.0,0.0,0.0,0.0,0.0
None,537,923,0.0,0.0,0.0,0.0,0.0,0.0
None,188,995,0.0,0.0,0.0,0.0,0.0,0.0
None,434,211,0.0,0.0,0.0,0.0,0.0,0.0
None,510,380,0.0,0.0,0.0,0.0,0.0,0.0
None,522,36,0.0,0.0,0.0,0.0,0.0,0.0
None,147,191,0.0,0.0,0.0,0.0,0.0,0.0
None,486,40,0.0,0.0,0.0,0.0,0.0,0.0
None,310,51,0.0,0.0,0.0,0.0,0.0,0.0
None,361,133,0.0,0.0,0.0,0.0,0.0,0.0
None,327,314,0.0,0.0,0.0,0.0,0.0,0.0
None,384,136,0.0,0.0,0.0,0.0,0.0,0.0
None,224,459,0.0,0.0,0.0,0.0,0.0,0.0
None,384,486,0.0,0.0,0.0,0.0,0.0,0.0
None,479,439,0.0,0.0,0.0,0.0,0.0,0.0
None,42,203,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2nc3ccc(N4C(=O)C5(C)C6(C)C(=O)N(C)C(=O)C6(C)C5(C)C4=O)cc3c(C)c2c1,377,662,71.31,11.42,142.21,416.07,4.19,0.4299
None,421,993,0.0,0.0,0.0,0.0,0.0,0.0
None,"35,359","882,58",0.0,0.0,0.0,0.0,0.0,0.0
None,69,417,0.0,0.0,0.0,0.0,0.0,0.0
None,"350,259","925,890",0.0,0.0,0.0,0.0,0.0,0.0
None,179,297,0.0,0.0,0.0,0.0,0.0,0.0
